answer,prediction,correct
SWYIVJ,SWYIVJ,tensor(True)
TPpczBqq,UQOyGTb,tensor(False)
DwFHpaoh,DwFHpaoh,tensor(True)
Tuhwwj,PviJafwKh,tensor(False)
iFgynLNU,iFgynLNU,tensor(True)
jTpey,jTpey,tensor(True)
gSUwcPItT,gSUwcPItT,tensor(True)
AZHSUT,AZHSUT,tensor(True)
tNSzLnwo,tNSzLnwo,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
PviJafwKh,DwFHpaoh,tensor(False)
ZKTXXGYB,ZKTXXGYB,tensor(True)
gvPlCiNcC,gvPlCiNcC,tensor(True)
uaTBKDT,uaTBKDT,tensor(True)
wSNkVCi,wSNkVCi,tensor(True)
VdHzdBhFv,VdHzdBhFv,tensor(True)
YJRRDIR,YJRRDIR,tensor(True)
tbtXDCCeO,tbtXDCCeO,tensor(True)
UNDBBGL,UNDBBGL,tensor(True)
jTpey,jTpey,tensor(True)
GhpknP,xVurxF,tensor(False)
AbAkvb,lIiXM,tensor(False)
AJXRHOOMO,AJXRHOOMO,tensor(True)
Tuhwwj,Tuhwwj,tensor(True)
ePOEHQBEg,ePOEHQBEg,tensor(True)
GhpknP,iFgynLNU,tensor(False)
KLPAUGQ,KLPAUGQ,tensor(True)
UQGPQV,UQGPQV,tensor(True)
kKpNaxsYu,AbAkvb,tensor(False)
JHJEZJU,JHJEZJU,tensor(True)
CJOEP,CJOEP,tensor(True)
NGUQWWI,NGUQWWI,tensor(True)
LgVyaVOf,LgVyaVOf,tensor(True)
zrihZP,geLJzcIl,tensor(False)
wSNkVCi,kKpNaxsYu,tensor(False)
PviJafwKh,PviJafwKh,tensor(True)
xVurxF,UQOyGTb,tensor(False)
ECIuixhc,PviJafwKh,tensor(False)
NFHABWL,NFHABWL,tensor(True)
AbAkvb,UQOyGTb,tensor(False)
GZNKFXUJO,GZNKFXUJO,tensor(True)
VdHzdBhFv,VdHzdBhFv,tensor(True)
QJTpnf,Tuhwwj,tensor(False)
AZHSUT,AZHSUT,tensor(True)
WFEXRQQGU,WFEXRQQGU,tensor(True)
POHIVNQ,POHIVNQ,tensor(True)
ePOEHQBEg,ePOEHQBEg,tensor(True)
GZNKFXUJO,GZNKFXUJO,tensor(True)
IJGDOS,IJGDOS,tensor(True)
GZNKFXUJO,GZNKFXUJO,tensor(True)
QNOSs,QNOSs,tensor(True)
ETSBO,ETSBO,tensor(True)
TPpczBqq,TPpczBqq,tensor(True)
JHJEZJU,JHJEZJU,tensor(True)
geLJzcIl,geLJzcIl,tensor(True)
FHGQMQF,FHGQMQF,tensor(True)
CJOEP,CJOEP,tensor(True)
DUIVVSGVL,DUIVVSGVL,tensor(True)
YJRRDIR,YJRRDIR,tensor(True)
Cpkry,Cpkry,tensor(True)
uaTBKDT,TPpczBqq,tensor(False)
TPpczBqq,TPpczBqq,tensor(True)
BOSMSC,BOSMSC,tensor(True)
GSHKKXL,GSHKKXL,tensor(True)
PJcCdxgW,TPmnioHMQ,tensor(False)
Tuhwwj,Tuhwwj,tensor(True)
KLPAUGQ,KLPAUGQ,tensor(True)
YJRRDIR,YJRRDIR,tensor(True)
yMLLeCV,geLJzcIl,tensor(False)
JEOVLZJRS,JHJEZJU,tensor(False)
FCOKIXAE,FCOKIXAE,tensor(True)
wJbGjQJUw,iipumBxGM,tensor(False)
UQOyGTb,UQOyGTb,tensor(True)
FHGQMQF,FHGQMQF,tensor(True)
BDBHAHJ,BOSMSC,tensor(False)
ZOMWUC,ZOMWUC,tensor(True)
PJcCdxgW,PJcCdxgW,tensor(True)
DsIQCjqAm,DsIQCjqAm,tensor(True)
BOSMSC,BOSMSC,tensor(True)
FCOKIXAE,FCOKIXAE,tensor(True)
iFgynLNU,uaTBKDT,tensor(False)
SYZOyJL,iFgynLNU,tensor(False)
ECIuixhc,geLJzcIl,tensor(False)
AFOIOPHDU,AFOIOPHDU,tensor(True)
lIiXM,lIiXM,tensor(True)
AJXRHOOMO,AJXRHOOMO,tensor(True)
wSNkVCi,kKpNaxsYu,tensor(False)
XHNMOVNXJ,XHNMOVNXJ,tensor(True)
LgVyaVOf,LgVyaVOf,tensor(True)
DUIVVSGVL,DUIVVSGVL,tensor(True)
tNSzLnwo,uaTBKDT,tensor(False)
QNOSs,KewPrG,tensor(False)
WJMOIQSDG,WJMOIQSDG,tensor(True)
SWYIVJ,SWYIVJ,tensor(True)
DwFHpaoh,DwFHpaoh,tensor(True)
ePOEHQBEg,TPpczBqq,tensor(False)
UKZJZLG,UKZJZLG,tensor(True)
NFHABWL,NFHABWL,tensor(True)
ZOMWUC,ZOMWUC,tensor(True)
ETSBO,ETSBO,tensor(True)
yMLLeCV,yMLLeCV,tensor(True)
lIiXM,lIiXM,tensor(True)
TbtqXZzJ,TPpczBqq,tensor(False)
QJTpnf,QJTpnf,tensor(True)
Cpkry,Cpkry,tensor(True)
IIGRS,IIGRS,tensor(True)
UKZJZLG,UKZJZLG,tensor(True)
NFHABWL,NFHABWL,tensor(True)
IJGDOS,IJGDOS,tensor(True)
LPULEJ,LPULEJ,tensor(True)
PChBZkHx,PChBZkHx,tensor(True)
LEPQFNWX,LEPQFNWX,tensor(True)
UKZJZLG,UKZJZLG,tensor(True)
AJXRHOOMO,AJXRHOOMO,tensor(True)
GSHKKXL,GSHKKXL,tensor(True)
PJcCdxgW,PJcCdxgW,tensor(True)
tbtXDCCeO,tbtXDCCeO,tensor(True)
UNDBBGL,UNDBBGL,tensor(True)
VdHzdBhFv,VdHzdBhFv,tensor(True)
AwqBLJkIZ,AwqBLJkIZ,tensor(True)
SNeoKXFD,SNeoKXFD,tensor(True)
TbtqXZzJ,TPpczBqq,tensor(False)
RkGtkxwy,Tuhwwj,tensor(False)
AFOIOPHDU,AFOIOPHDU,tensor(True)
geLJzcIl,geLJzcIl,tensor(True)
DwFHpaoh,gvPlCiNcC,tensor(False)
KMOFBSGQY,KMOFBSGQY,tensor(True)
GZNKFXUJO,GZNKFXUJO,tensor(True)
JNJPVAZW,JNJPVAZW,tensor(True)
zrihZP,zrihZP,tensor(True)
iipumBxGM,iipumBxGM,tensor(True)
VdHzdBhFv,uaTBKDT,tensor(False)
uqvJVviwA,DsIQCjqAm,tensor(False)
daxVt,daxVt,tensor(True)
GZNKFXUJO,GZNKFXUJO,tensor(True)
XHNMOVNXJ,XHNMOVNXJ,tensor(True)
POHIVNQ,POHIVNQ,tensor(True)
ZOMWUC,ZOMWUC,tensor(True)
SWYIVJ,SWYIVJ,tensor(True)
tNSzLnwo,tNSzLnwo,tensor(True)
EMMRQ,EMMRQ,tensor(True)
EMMRQ,EMMRQ,tensor(True)
gaYed,QJTpnf,tensor(False)
xVurxF,QJTpnf,tensor(False)
KewPrG,KewPrG,tensor(True)
FHGQMQF,FHGQMQF,tensor(True)
AwqBLJkIZ,SNeoKXFD,tensor(False)
gaYed,Cpkry,tensor(False)
VdHzdBhFv,VdHzdBhFv,tensor(True)
JBRFUSL,JBRFUSL,tensor(True)
DUIVVSGVL,DUIVVSGVL,tensor(True)
tNSzLnwo,JBRFUSL,tensor(False)
DQKbAw,DQKbAw,tensor(True)
Cpkry,Cpkry,tensor(True)
USLMUMI,USLMUMI,tensor(True)
ECIuixhc,ECIuixhc,tensor(True)
ECIuixhc,DwFHpaoh,tensor(False)
SYZOyJL,SYZOyJL,tensor(True)
WFEXRQQGU,WFEXRQQGU,tensor(True)
wJbGjQJUw,wJbGjQJUw,tensor(True)
GhpknP,GhpknP,tensor(True)
uqvJVviwA,uqvJVviwA,tensor(True)
gvPlCiNcC,gvPlCiNcC,tensor(True)
Tuhwwj,GhpknP,tensor(False)
AwqBLJkIZ,AwqBLJkIZ,tensor(True)
gaYed,GhpknP,tensor(False)
JBRFUSL,tNSzLnwo,tensor(False)
POHIVNQ,POHIVNQ,tensor(True)
KLPAUGQ,KLPAUGQ,tensor(True)
KZFSVVJYV,KZFSVVJYV,tensor(True)
uaTBKDT,uaTBKDT,tensor(True)
GNUAEG,GNUAEG,tensor(True)
JHJEZJU,JHJEZJU,tensor(True)
iipumBxGM,iFgynLNU,tensor(False)
xVurxF,xVurxF,tensor(True)
LEPQFNWX,LEPQFNWX,tensor(True)
TPmnioHMQ,TPmnioHMQ,tensor(True)
DVQXZ,DVQXZ,tensor(True)
NGUQWWI,NGUQWWI,tensor(True)
EMMRQ,EMMRQ,tensor(True)
geLJzcIl,Tuhwwj,tensor(False)
kKpNaxsYu,wJbGjQJUw,tensor(False)
UGOBM,UGOBM,tensor(True)
PJcCdxgW,PJcCdxgW,tensor(True)
Tuhwwj,Tuhwwj,tensor(True)
DVQXZ,DVQXZ,tensor(True)
SYZOyJL,gSUwcPItT,tensor(False)
jbdjbASR,jbdjbASR,tensor(True)
JNJPVAZW,JNJPVAZW,tensor(True)
iipumBxGM,iipumBxGM,tensor(True)
lIiXM,lIiXM,tensor(True)
xVurxF,QJTpnf,tensor(False)
POHIVNQ,POHIVNQ,tensor(True)
AJXRHOOMO,AJXRHOOMO,tensor(True)
gaYed,eFfoyv,tensor(False)
ePOEHQBEg,ePOEHQBEg,tensor(True)
BOSMSC,BOSMSC,tensor(True)
xVurxF,xVurxF,tensor(True)
AJXRHOOMO,AJXRHOOMO,tensor(True)
Tuhwwj,Tuhwwj,tensor(True)
DVQXZ,DVQXZ,tensor(True)
BOSMSC,BOSMSC,tensor(True)
ZOGQCJNP,ZOGQCJNP,tensor(True)
ZOGQCJNP,ZOGQCJNP,tensor(True)
JNJPVAZW,JNJPVAZW,tensor(True)
ZOGQCJNP,ZOGQCJNP,tensor(True)
xVurxF,xVurxF,tensor(True)
lIiXM,lIiXM,tensor(True)
WJMOIQSDG,AFOIOPHDU,tensor(False)
SYZOyJL,uaTBKDT,tensor(False)
tNSzLnwo,VdHzdBhFv,tensor(False)
ETSBO,ETSBO,tensor(True)
AZHSUT,AZHSUT,tensor(True)
JHJEZJU,JHJEZJU,tensor(True)
DUIVVSGVL,DUIVVSGVL,tensor(True)
tNSzLnwo,SNeoKXFD,tensor(False)
PJcCdxgW,PJcCdxgW,tensor(True)
EMMRQ,EMMRQ,tensor(True)
Tuhwwj,Cpkry,tensor(False)
IIGRS,IIGRS,tensor(True)
Tuhwwj,Tuhwwj,tensor(True)
zrihZP,ZFUmS,tensor(False)
DVQXZ,DVQXZ,tensor(True)
GNUAEG,GNUAEG,tensor(True)
RkGtkxwy,PChBZkHx,tensor(False)
gaYed,QJTpnf,tensor(False)
uqvJVviwA,uqvJVviwA,tensor(True)
DsIQCjqAm,RkGtkxwy,tensor(False)
WFEXRQQGU,WFEXRQQGU,tensor(True)
SYZOyJL,daxVt,tensor(False)
AJXRHOOMO,AJXRHOOMO,tensor(True)
KMOFBSGQY,KMOFBSGQY,tensor(True)
ZFUmS,ZFUmS,tensor(True)
lIiXM,yMLLeCV,tensor(False)
CJOEP,CJOEP,tensor(True)
tNSzLnwo,tNSzLnwo,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
XHNMOVNXJ,XHNMOVNXJ,tensor(True)
jbdjbASR,jbdjbASR,tensor(True)
AbAkvb,UQOyGTb,tensor(False)
uqvJVviwA,RkGtkxwy,tensor(False)
iipumBxGM,iipumBxGM,tensor(True)
JBRFUSL,JBRFUSL,tensor(True)
gSUwcPItT,gSUwcPItT,tensor(True)
NGUQWWI,NGUQWWI,tensor(True)
KLPAUGQ,KLPAUGQ,tensor(True)
AVSQRUTR,AVSQRUTR,tensor(True)
BOSMSC,BOSMSC,tensor(True)
LgVyaVOf,uqvJVviwA,tensor(False)
HKDVEII,HKDVEII,tensor(True)
EMMRQ,EMMRQ,tensor(True)
AFOIOPHDU,AVSQRUTR,tensor(False)
DUIVVSGVL,DUIVVSGVL,tensor(True)
WFEXRQQGU,WFEXRQQGU,tensor(True)
CJOEP,CJOEP,tensor(True)
UNDBBGL,UNDBBGL,tensor(True)
wSNkVCi,SNeoKXFD,tensor(False)
SNeoKXFD,SNeoKXFD,tensor(True)
SYZOyJL,gvPlCiNcC,tensor(False)
daxVt,daxVt,tensor(True)
PGJKM,PGJKM,tensor(True)
iipumBxGM,iipumBxGM,tensor(True)
iFgynLNU,zUeTolpLV,tensor(False)
LPULEJ,LPULEJ,tensor(True)
LgVyaVOf,gvPlCiNcC,tensor(False)
ZWNFNXY,ZWNFNXY,tensor(True)
BDBHAHJ,BDBHAHJ,tensor(True)
AJXRHOOMO,AJXRHOOMO,tensor(True)
XHNMOVNXJ,XHNMOVNXJ,tensor(True)
YJRRDIR,YJRRDIR,tensor(True)
UKZJZLG,UKZJZLG,tensor(True)
ETSBO,ETSBO,tensor(True)
WFEXRQQGU,WFEXRQQGU,tensor(True)
EMMRQ,EMMRQ,tensor(True)
IIGRS,IIGRS,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
zUeTolpLV,zUeTolpLV,tensor(True)
QJTpnf,QJTpnf,tensor(True)
PviJafwKh,PviJafwKh,tensor(True)
GSHKKXL,GSHKKXL,tensor(True)
AZHSUT,AZHSUT,tensor(True)
DQKbAw,RkGtkxwy,tensor(False)
lIiXM,lIiXM,tensor(True)
TPmnioHMQ,TPmnioHMQ,tensor(True)
DVQXZ,DVQXZ,tensor(True)
TbtqXZzJ,Tuhwwj,tensor(False)
daxVt,gvPlCiNcC,tensor(False)
ZKTXXGYB,ZKTXXGYB,tensor(True)
UQOyGTb,UQOyGTb,tensor(True)
DVQXZ,DVQXZ,tensor(True)
gSUwcPItT,gSUwcPItT,tensor(True)
lIiXM,jbdjbASR,tensor(False)
IRRGP,IRRGP,tensor(True)
DwFHpaoh,DwFHpaoh,tensor(True)
USLMUMI,USLMUMI,tensor(True)
tNSzLnwo,tbtXDCCeO,tensor(False)
PGJKM,PGJKM,tensor(True)
GSHKKXL,GNUAEG,tensor(False)
DVQXZ,DVQXZ,tensor(True)
tbtXDCCeO,tbtXDCCeO,tensor(True)
zUeTolpLV,iFgynLNU,tensor(False)
USLMUMI,USLMUMI,tensor(True)
XHNMOVNXJ,XHNMOVNXJ,tensor(True)
gvPlCiNcC,gvPlCiNcC,tensor(True)
xVurxF,xVurxF,tensor(True)
kKpNaxsYu,kKpNaxsYu,tensor(True)
xVurxF,xVurxF,tensor(True)
UQGPQV,UQGPQV,tensor(True)
AJXRHOOMO,AJXRHOOMO,tensor(True)
NGUQWWI,NGUQWWI,tensor(True)
iipumBxGM,iipumBxGM,tensor(True)
JHJEZJU,JHJEZJU,tensor(True)
zrihZP,zrihZP,tensor(True)
AbAkvb,AbAkvb,tensor(True)
SYZOyJL,daxVt,tensor(False)
uaTBKDT,uaTBKDT,tensor(True)
UGOBM,UGOBM,tensor(True)
PviJafwKh,daxVt,tensor(False)
ECIuixhc,iFgynLNU,tensor(False)
uqvJVviwA,uqvJVviwA,tensor(True)
GhpknP,SYZOyJL,tensor(False)
UQOyGTb,xVurxF,tensor(False)
kKpNaxsYu,uqvJVviwA,tensor(False)
iipumBxGM,VdHzdBhFv,tensor(False)
NFHABWL,NFHABWL,tensor(True)
ZKTXXGYB,ZKTXXGYB,tensor(True)
WJMOIQSDG,WJMOIQSDG,tensor(True)
JNJPVAZW,JNJPVAZW,tensor(True)
BOSMSC,BOSMSC,tensor(True)
ZFUmS,ZFUmS,tensor(True)
WJMOIQSDG,WJMOIQSDG,tensor(True)
iFgynLNU,jPVHHsOgJ,tensor(False)
daxVt,LgVyaVOf,tensor(False)
uqvJVviwA,uqvJVviwA,tensor(True)
geLJzcIl,geLJzcIl,tensor(True)
GhpknP,QJTpnf,tensor(False)
DUIVVSGVL,DUIVVSGVL,tensor(True)
UKZJZLG,UKZJZLG,tensor(True)
KewPrG,GhpknP,tensor(False)
gSUwcPItT,GhpknP,tensor(False)
UQOyGTb,UQOyGTb,tensor(True)
LPULEJ,LPULEJ,tensor(True)
EMMRQ,EMMRQ,tensor(True)
BEIQQG,ETSBO,tensor(False)
TPpczBqq,zUeTolpLV,tensor(False)
POHIVNQ,POHIVNQ,tensor(True)
JBRFUSL,JBRFUSL,tensor(True)
daxVt,daxVt,tensor(True)
tNSzLnwo,tNSzLnwo,tensor(True)
wJbGjQJUw,wJbGjQJUw,tensor(True)
DVQXZ,DVQXZ,tensor(True)
CJOEP,CJOEP,tensor(True)
BIQCZAY,BIQCZAY,tensor(True)
FHGQMQF,FHGQMQF,tensor(True)
KLPAUGQ,KLPAUGQ,tensor(True)
AJXRHOOMO,AJXRHOOMO,tensor(True)
SWYIVJ,SWYIVJ,tensor(True)
gaYed,iFgynLNU,tensor(False)
DVQXZ,DVQXZ,tensor(True)
BIQCZAY,BIQCZAY,tensor(True)
PGJKM,PGJKM,tensor(True)
geLJzcIl,geLJzcIl,tensor(True)
TPmnioHMQ,tbtXDCCeO,tensor(False)
kKpNaxsYu,kKpNaxsYu,tensor(True)
iFgynLNU,iFgynLNU,tensor(True)
IAGSEVBJA,IAGSEVBJA,tensor(True)
UKZJZLG,UKZJZLG,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
geLJzcIl,geLJzcIl,tensor(True)
FHGQMQF,POHIVNQ,tensor(False)
QNOSs,QNOSs,tensor(True)
KLPAUGQ,KLPAUGQ,tensor(True)
BDBHAHJ,BDBHAHJ,tensor(True)
uqvJVviwA,uqvJVviwA,tensor(True)
IRRGP,IRRGP,tensor(True)
GNUAEG,GNUAEG,tensor(True)
AbAkvb,AbAkvb,tensor(True)
TPmnioHMQ,TPmnioHMQ,tensor(True)
EMMRQ,EMMRQ,tensor(True)
NGUQWWI,NGUQWWI,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
GSHKKXL,GSHKKXL,tensor(True)
QNOSs,GhpknP,tensor(False)
QNOSs,AbAkvb,tensor(False)
SYZOyJL,gSUwcPItT,tensor(False)
zrihZP,zrihZP,tensor(True)
zUeTolpLV,TPpczBqq,tensor(False)
KewPrG,GhpknP,tensor(False)
VdHzdBhFv,uaTBKDT,tensor(False)
DVQXZ,DVQXZ,tensor(True)
SYZOyJL,SYZOyJL,tensor(True)
GNUAEG,GNUAEG,tensor(True)
GhpknP,GhpknP,tensor(True)
LPULEJ,LPULEJ,tensor(True)
DQKbAw,DQKbAw,tensor(True)
ZWNFNXY,ZWNFNXY,tensor(True)
GZNKFXUJO,GZNKFXUJO,tensor(True)
UNDBBGL,UNDBBGL,tensor(True)
JNJPVAZW,JNJPVAZW,tensor(True)
GNUAEG,GNUAEG,tensor(True)
jPVHHsOgJ,jPVHHsOgJ,tensor(True)
KewPrG,ZFUmS,tensor(False)
USLMUMI,USLMUMI,tensor(True)
GSHKKXL,GSHKKXL,tensor(True)
UKZJZLG,UKZJZLG,tensor(True)
QJTpnf,QJTpnf,tensor(True)
POHIVNQ,POHIVNQ,tensor(True)
jTpey,geLJzcIl,tensor(False)
BDBHAHJ,BDBHAHJ,tensor(True)
VBXDXMCR,VBXDXMCR,tensor(True)
KLPAUGQ,KLPAUGQ,tensor(True)
KLPAUGQ,KLPAUGQ,tensor(True)
UGOBM,UGOBM,tensor(True)
eFfoyv,eFfoyv,tensor(True)
JEOVLZJRS,JEOVLZJRS,tensor(True)
jPVHHsOgJ,uqvJVviwA,tensor(False)
UQOyGTb,QNOSs,tensor(False)
BOSMSC,BOSMSC,tensor(True)
geLJzcIl,TPpczBqq,tensor(False)
CJOEP,CJOEP,tensor(True)
WFEXRQQGU,WFEXRQQGU,tensor(True)
uqvJVviwA,uqvJVviwA,tensor(True)
DVQXZ,DVQXZ,tensor(True)
JBRFUSL,TPpczBqq,tensor(False)
SNeoKXFD,DsIQCjqAm,tensor(False)
POHIVNQ,POHIVNQ,tensor(True)
SNeoKXFD,SNeoKXFD,tensor(True)
KZFSVVJYV,KZFSVVJYV,tensor(True)
TbtqXZzJ,TbtqXZzJ,tensor(True)
AVSQRUTR,AVSQRUTR,tensor(True)
BIQCZAY,BIQCZAY,tensor(True)
AwqBLJkIZ,AwqBLJkIZ,tensor(True)
AwqBLJkIZ,AwqBLJkIZ,tensor(True)
BDBHAHJ,BDBHAHJ,tensor(True)
IRRGP,IRRGP,tensor(True)
jbdjbASR,wSNkVCi,tensor(False)
lIiXM,Tuhwwj,tensor(False)
WFEXRQQGU,WFEXRQQGU,tensor(True)
DsIQCjqAm,DQKbAw,tensor(False)
yMLLeCV,yMLLeCV,tensor(True)
GNUAEG,GNUAEG,tensor(True)
NGUQWWI,NGUQWWI,tensor(True)
Cpkry,Cpkry,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
eFfoyv,iipumBxGM,tensor(False)
YJRRDIR,YJRRDIR,tensor(True)
IJGDOS,IJGDOS,tensor(True)
PChBZkHx,PChBZkHx,tensor(True)
USLMUMI,USLMUMI,tensor(True)
KewPrG,UQOyGTb,tensor(False)
IAGSEVBJA,IAGSEVBJA,tensor(True)
DVQXZ,DVQXZ,tensor(True)
jTpey,jTpey,tensor(True)
AwqBLJkIZ,AwqBLJkIZ,tensor(True)
IAGSEVBJA,IAGSEVBJA,tensor(True)
DsIQCjqAm,PviJafwKh,tensor(False)
lIiXM,Tuhwwj,tensor(False)
BDBHAHJ,BDBHAHJ,tensor(True)
IIGRS,IIGRS,tensor(True)
JBRFUSL,uaTBKDT,tensor(False)
NGUQWWI,NGUQWWI,tensor(True)
WFEXRQQGU,WFEXRQQGU,tensor(True)
HKDVEII,HKDVEII,tensor(True)
KZFSVVJYV,KZFSVVJYV,tensor(True)
LgVyaVOf,LgVyaVOf,tensor(True)
POHIVNQ,POHIVNQ,tensor(True)
YJRRDIR,YJRRDIR,tensor(True)
DwFHpaoh,DwFHpaoh,tensor(True)
ZOGQCJNP,ZOGQCJNP,tensor(True)
jPVHHsOgJ,iipumBxGM,tensor(False)
FHGQMQF,FHGQMQF,tensor(True)
AwqBLJkIZ,uaTBKDT,tensor(False)
POHIVNQ,POHIVNQ,tensor(True)
XHNMOVNXJ,XHNMOVNXJ,tensor(True)
AwqBLJkIZ,iFgynLNU,tensor(False)
WFEXRQQGU,WFEXRQQGU,tensor(True)
SNeoKXFD,SNeoKXFD,tensor(True)
HKDVEII,HKDVEII,tensor(True)
daxVt,UQOyGTb,tensor(False)
PChBZkHx,PJcCdxgW,tensor(False)
eFfoyv,eFfoyv,tensor(True)
ZOGQCJNP,ZOGQCJNP,tensor(True)
eFfoyv,PJcCdxgW,tensor(False)
AbAkvb,kKpNaxsYu,tensor(False)
jbdjbASR,UQOyGTb,tensor(False)
DwFHpaoh,DwFHpaoh,tensor(True)
FCOKIXAE,FCOKIXAE,tensor(True)
JNJPVAZW,JNJPVAZW,tensor(True)
ZFUmS,ZFUmS,tensor(True)
jTpey,jTpey,tensor(True)
KZFSVVJYV,KZFSVVJYV,tensor(True)
AbAkvb,AbAkvb,tensor(True)
zUeTolpLV,DwFHpaoh,tensor(False)
ZKTXXGYB,ZKTXXGYB,tensor(True)
xVurxF,xVurxF,tensor(True)
daxVt,QNOSs,tensor(False)
PGJKM,PGJKM,tensor(True)
ZFUmS,ZFUmS,tensor(True)
IRRGP,IRRGP,tensor(True)
ePOEHQBEg,ePOEHQBEg,tensor(True)
ETSBO,ETSBO,tensor(True)
YJRRDIR,YJRRDIR,tensor(True)
IIGRS,IIGRS,tensor(True)
IRRGP,IRRGP,tensor(True)
AwqBLJkIZ,AwqBLJkIZ,tensor(True)
iipumBxGM,iipumBxGM,tensor(True)
tNSzLnwo,iipumBxGM,tensor(False)
SNeoKXFD,gvPlCiNcC,tensor(False)
SNeoKXFD,SNeoKXFD,tensor(True)
LgVyaVOf,LgVyaVOf,tensor(True)
POHIVNQ,POHIVNQ,tensor(True)
QJTpnf,QJTpnf,tensor(True)
tbtXDCCeO,tbtXDCCeO,tensor(True)
LEPQFNWX,LEPQFNWX,tensor(True)
IAGSEVBJA,IAGSEVBJA,tensor(True)
ZFUmS,ZFUmS,tensor(True)
FHGQMQF,FHGQMQF,tensor(True)
wJbGjQJUw,wJbGjQJUw,tensor(True)
AwqBLJkIZ,GhpknP,tensor(False)
GSHKKXL,GSHKKXL,tensor(True)
VdHzdBhFv,TPpczBqq,tensor(False)
ECIuixhc,PChBZkHx,tensor(False)
SYZOyJL,SYZOyJL,tensor(True)
iFgynLNU,iFgynLNU,tensor(True)
LEPQFNWX,LEPQFNWX,tensor(True)
TPpczBqq,TbtqXZzJ,tensor(False)
zrihZP,zrihZP,tensor(True)
LEPQFNWX,LEPQFNWX,tensor(True)
iipumBxGM,iipumBxGM,tensor(True)
BDBHAHJ,BDBHAHJ,tensor(True)
CJOEP,CJOEP,tensor(True)
CJOEP,CJOEP,tensor(True)
LgVyaVOf,PviJafwKh,tensor(False)
IIGRS,IIGRS,tensor(True)
CJOEP,CJOEP,tensor(True)
USLMUMI,USLMUMI,tensor(True)
NFHABWL,NFHABWL,tensor(True)
AZHSUT,AZHSUT,tensor(True)
ETSBO,ETSBO,tensor(True)
LPULEJ,LPULEJ,tensor(True)
JNJPVAZW,JNJPVAZW,tensor(True)
IIGRS,IIGRS,tensor(True)
YJRRDIR,POHIVNQ,tensor(False)
Cpkry,Cpkry,tensor(True)
ZKTXXGYB,ZKTXXGYB,tensor(True)
ZOGQCJNP,ZOGQCJNP,tensor(True)
WJMOIQSDG,WJMOIQSDG,tensor(True)
gvPlCiNcC,gvPlCiNcC,tensor(True)
DQKbAw,DQKbAw,tensor(True)
GhpknP,QNOSs,tensor(False)
uaTBKDT,kKpNaxsYu,tensor(False)
yMLLeCV,yMLLeCV,tensor(True)
KLPAUGQ,KLPAUGQ,tensor(True)
EMMRQ,EMMRQ,tensor(True)
JBRFUSL,TPpczBqq,tensor(False)
iFgynLNU,eFfoyv,tensor(False)
ZOMWUC,ZOMWUC,tensor(True)
daxVt,Tuhwwj,tensor(False)
PJcCdxgW,TPpczBqq,tensor(False)
jPVHHsOgJ,jPVHHsOgJ,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
AJXRHOOMO,AJXRHOOMO,tensor(True)
JBRFUSL,JBRFUSL,tensor(True)
TbtqXZzJ,TbtqXZzJ,tensor(True)
jbdjbASR,jbdjbASR,tensor(True)
PviJafwKh,DwFHpaoh,tensor(False)
lIiXM,lIiXM,tensor(True)
IAGSEVBJA,IAGSEVBJA,tensor(True)
ECIuixhc,ECIuixhc,tensor(True)
yMLLeCV,iipumBxGM,tensor(False)
DsIQCjqAm,DsIQCjqAm,tensor(True)
GhpknP,GhpknP,tensor(True)
DUIVVSGVL,DUIVVSGVL,tensor(True)
TbtqXZzJ,PChBZkHx,tensor(False)
ZOMWUC,ZOMWUC,tensor(True)
SNeoKXFD,ePOEHQBEg,tensor(False)
kKpNaxsYu,wSNkVCi,tensor(False)
TPmnioHMQ,PChBZkHx,tensor(False)
gvPlCiNcC,gvPlCiNcC,tensor(True)
jbdjbASR,SYZOyJL,tensor(False)
UGOBM,UGOBM,tensor(True)
BEIQQG,BEIQQG,tensor(True)
LPULEJ,LPULEJ,tensor(True)
AFOIOPHDU,AFOIOPHDU,tensor(True)
DUIVVSGVL,DUIVVSGVL,tensor(True)
ePOEHQBEg,kKpNaxsYu,tensor(False)
XHNMOVNXJ,XHNMOVNXJ,tensor(True)
BEIQQG,BEIQQG,tensor(True)
tNSzLnwo,VdHzdBhFv,tensor(False)
KLPAUGQ,KLPAUGQ,tensor(True)
POHIVNQ,POHIVNQ,tensor(True)
JNJPVAZW,JNJPVAZW,tensor(True)
PGJKM,PGJKM,tensor(True)
GZNKFXUJO,GZNKFXUJO,tensor(True)
JEOVLZJRS,JEOVLZJRS,tensor(True)
gSUwcPItT,gSUwcPItT,tensor(True)
JEOVLZJRS,JEOVLZJRS,tensor(True)
ECIuixhc,DwFHpaoh,tensor(False)
DsIQCjqAm,DwFHpaoh,tensor(False)
UGOBM,UGOBM,tensor(True)
